run_idx,object,n1,n2,dtype,t_curves,t_h2d_transfer,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_gpu_mem_mb
3,apple,625,2500,float64,0.0013356529999555278,0.009183529000097224,0.03705327000000125,0.26293128999998316,0.31050374200003716,0.0
4,apple,625,2500,float64,0.0014451759999474234,0.004477934000078676,0.03557319300000472,0.2745641749999095,0.3160604779999403,718.0
5,apple,625,2500,float64,0.0013698279999516672,0.00644131500007461,0.036287250999976095,0.262794726999914,0.3068931209999164,718.0
6,apple,625,2500,float64,0.0015085949999047443,0.004092140000011568,0.036298901999998634,0.2652272400000584,0.3071268769999733,718.0
7,apple,625,2500,float64,0.0014775470000358837,0.004482729999949697,0.03574308600002496,0.27158297400001175,0.3132863370000223,718.0
8,apple,625,2500,float64,0.0012117009999883521,0.004476926999927855,0.0352075739999691,0.27117164499998125,0.31206784699986656,718.0
9,apple,625,2500,float64,0.0014912090000507305,0.0043100190000586736,0.035965267999927164,0.26540509100004783,0.3071715870000844,718.0
0,apple,625,2500,float32,0.0015686020000202916,0.005614289000050121,0.03206935200000771,0.29693436499997006,0.3361866080000482,718.0
1,apple,625,2500,float32,0.0015602559999479126,0.010206046000007518,0.033700055999929646,0.2924955510000018,0.3379619089998869,0.0
2,apple,625,2500,float32,0.001629080999919097,0.006604159000062282,0.03197533499997007,0.3267184349999752,0.36692700999992667,718.0
3,apple,625,2500,float32,0.0017044900000655616,0.010956636000059916,0.03303702399989561,0.31083805599996595,0.35653620599998703,0.0
4,apple,625,2500,float32,0.0017225999999936903,0.0064767889999757244,0.03163364800002455,0.31889965199991366,0.3587326889999076,718.0
5,apple,625,2500,float32,0.0016112150000253678,0.005556398999942758,0.032110803000023225,0.2670919639999738,0.30637038099996516,718.0
6,apple,625,2500,float32,0.0015192270000170538,0.004406339999945885,0.030932582999980696,0.2759470229999579,0.3128051729999015,718.0
7,apple,625,2500,float32,0.0015622590000248238,0.005074557999932949,0.031062997999924846,0.2729503240000213,0.3106501389999039,718.0
8,apple,625,2500,float32,0.0014942820000669599,0.0046464219999506895,0.030888201000038862,0.27547021700002006,0.31249912200007657,718.0
9,apple,625,2500,float32,0.001527989000010166,0.004371990999970876,0.030944952000027115,0.27295370199999525,0.3097986340000034,718.0
0,apple,1250,5000,float64,0.001726268999959757,0.004785582000067734,0.16624421300002723,1.0625287899999876,1.2352848540000423,2868.0
1,apple,1250,5000,float64,0.0015598190000218892,0.013163450999968518,0.16981844899999032,1.055959074000043,1.2405007930000238,0.0
2,apple,1250,5000,float64,0.0015700179999385,0.005332777000035094,0.16698091199998544,1.063582078999957,1.237465785999916,2866.0
3,apple,1250,5000,float64,0.0016969809998954588,0.016170181000006778,0.17036122399997566,1.196002407999913,1.3842307939997909,0.0
4,apple,1250,5000,float64,0.0017106110000213448,0.007214161000092645,0.16781383399995775,1.216595469999902,1.3933340759999737,2866.0
5,apple,1250,5000,float64,0.0016950230000247757,0.010389838000037344,0.17049659200006317,1.0598368709999022,1.2424183240000275,2868.0
6,apple,1250,5000,float64,0.0017832680000537948,0.005159750000075292,0.16696298699991985,1.0649712130000353,1.2388772180000842,2868.0
7,apple,1250,5000,float64,0.0016613819999520274,0.008511737999924662,0.17001493300006132,1.0581691759999785,1.2383572289999165,2868.0
8,apple,1250,5000,float64,0.0016902339999660398,0.004716689000019869,0.1679979570000114,1.0703886610000382,1.2447935410000355,2868.0
9,apple,1250,5000,float64,0.0016991600000437757,0.008345481000105792,0.16922890499995447,1.062157129999946,1.24143067600005,2868.0
0,apple,1250,5000,float32,0.001979553000069245,0.005520089000015105,0.12767362900001444,1.1189114080000309,1.2540846790001297,2866.0
1,apple,1250,5000,float32,0.0019723030000022845,0.014239502999998876,0.1360394759999508,1.186287462999985,1.338538744999937,0.0
2,apple,1250,5000,float32,0.0019494680000207154,0.0069186509999781265,0.12780788899999607,1.1519912469999554,1.2886672549999503,2866.0
3,apple,1250,5000,float32,0.002167440999983228,0.01334843400002228,0.13776462500004527,1.1005540200000041,1.253834520000055,0.0
4,apple,1250,5000,float32,0.0021378000000140673,0.0060726529999328704,0.12771110899996074,1.100995864999959,1.2369174269998666,2866.0
5,apple,1250,5000,float32,0.0018369829999755893,0.007852438999975675,0.13809876499999518,1.0810474699999304,1.2288356569998768,2866.0
6,apple,1250,5000,float32,0.0017514810000420766,0.005774130999952831,0.1277597580000247,1.0508981090000589,1.1861834790000785,2866.0
7,apple,1250,5000,float32,0.0016936189999796625,0.00767570200002865,0.13595567599998049,1.0552236549999634,1.2005486519999522,2866.0
8,apple,1250,5000,float32,0.0019238620000123774,0.004784433000054378,0.12803088700002263,1.071213786000044,1.2059529680001333,2866.0
9,apple,1250,5000,float32,0.001832312999908936,0.0076806419999684294,0.13057258200001343,1.0734769470000174,1.2135624839999082,2866.0
