run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_mem_mb
0,vase,300,1200,float64,cuda,0.00013271099999201397,0.0001912449999963428,0.04494509000005564,0.00902316199994857,0.004541442000004281,0.0019321549999631316,0.027205098000081307,0.3114073509999571,0.3993782539999984,515.02490234375
1,vase,300,1200,float64,cuda,0.00020581100000072183,0.0002312319999191459,0.07093968599997424,0.011757804000012584,0.005961501999991015,0.002109262999965722,0.02743351599997368,0.3018448069999522,0.4204836209997893,515.02490234375
2,vase,300,1200,float64,cuda,0.0001888410000674412,0.00022786099998484133,0.06237841999995908,0.012275601000055758,0.006175077999955647,0.0021350260000190247,0.02741361699997924,0.3121944939999821,0.42298893800000315,515.02490234375
3,vase,300,1200,float64,cuda,0.00023462599995127675,0.00024016500003654073,0.06523720899997443,0.013049860000023727,0.006359830999940641,0.0020841849999442275,0.027448714999991353,0.3035971670000208,0.418251757999883,515.02490234375
4,vase,300,1200,float64,cuda,0.00021136600003046624,0.00022428900001614238,0.07861369500005821,0.012462449000054221,0.006917357000020274,0.0021165129999189958,0.027611574000047767,0.3046500720000722,0.4328073150002183,515.02490234375
5,vase,300,1200,float64,cuda,0.00019796000003680092,0.00023731700002826983,0.06533651400002327,0.012116364000007707,0.005962191999969946,0.002044040000100722,0.027424441999983173,0.3092777339999202,0.4225965630000701,515.02490234375
6,vase,300,1200,float64,cuda,0.00021523600003092724,0.00025761999995665974,0.07039675999999417,0.00922075199991923,0.004757244000074934,0.0018657319999419997,0.02712571699998989,0.23493100399991818,0.348770064999826,515.02490234375
7,vase,300,1200,float64,cuda,0.00015247600003931439,0.00016083200000593934,0.04620795400001043,0.009669707999933053,0.004867280999974355,0.002313640000011219,0.027230267999925672,0.2342269910000141,0.3248291499999141,515.02490234375
8,vase,300,1200,float64,cuda,0.00016161400003511517,0.00029637299996920774,0.0460556739999447,0.009069619999991119,0.0044967440001073555,0.002157223000040176,0.02726607400006742,0.24545065900008467,0.33495398100023976,515.02490234375
9,vase,300,1200,float64,cuda,0.0001867409999931624,0.0002763400000276306,0.04567091100000198,0.009162722999917605,0.004579640999963885,0.0021512370000209557,0.027179554999975153,0.23335515700000542,0.3225623049999058,515.02490234375
0,vase,300,1200,float32,cuda,0.00014598199993542949,0.00018753599999854487,0.04537217100005364,0.008780233000038606,0.00448278900000787,0.001132158000018535,0.013558870999986539,0.11908531100004893,0.1927450510000881,262.55615234375
1,vase,300,1200,float32,cuda,0.00011126200001854158,0.00016777999996975268,0.04596003799997561,0.008864083000048595,0.00461894799991569,0.0010977700000012192,0.01362356999993608,0.11650196799996593,0.19094541899983142,262.55615234375
2,vase,300,1200,float32,cuda,9.705699994810857e-05,0.00013967299992145854,0.04672995499993249,0.008712122000019917,0.004383593000056862,0.0010218630000053963,0.013545297999939976,0.1237555349999866,0.1983850959998108,262.55615234375
3,vase,300,1200,float32,cuda,0.0001243929999645843,0.00015779900002144132,0.04465425199998663,0.0085972929999798,0.0046617310000556245,0.001284961999999723,0.01362685699996291,0.11600945299994692,0.18911673999991763,262.55615234375
4,vase,300,1200,float32,cuda,0.00010758999997051433,0.000176899999928537,0.04948160900005405,0.008526421000055961,0.004347682000002351,0.0010195800000474264,0.013617779000014707,0.11751148499990904,0.1947890459999826,262.55615234375
5,vase,300,1200,float32,cuda,0.00012268200009657448,0.0001535789999707049,0.045498183000063364,0.008606886000052327,0.0045268579999628855,0.0013723590000154218,0.01354615399998238,0.11936527399996066,0.19319197500010432,262.55615234375
6,vase,300,1200,float32,cuda,0.00011416000006647664,0.00014395699997749034,0.04640589500002079,0.008547507999992376,0.004306669000015972,0.0013105589999895528,0.01349686000003203,0.11675109099996916,0.19107669900006385,262.55615234375
7,vase,300,1200,float32,cuda,9.911099994042161e-05,0.00014197400003013172,0.04678081099996234,0.00848076400006903,0.004376786000079846,0.001048212999990028,0.013594163999982811,0.12283332199990582,0.19735514499996043,262.55615234375
8,vase,300,1200,float32,cuda,0.00013937099993199809,0.00016067199999270088,0.04756260500005283,0.008821599000043534,0.004474220999895806,0.0014177760000393391,0.013571687999956339,0.12425214899997172,0.20040008099988427,262.55615234375
9,vase,300,1200,float32,cuda,0.00012904300001537194,0.00022794999995312537,0.05015281299995422,0.008616288999974131,0.004571465000026365,0.0014728469999454319,0.013548374999913904,0.11783936899996661,0.19655815099974916,262.55615234375
0,vase,625,2500,float64,cuda,0.0001644189999296941,0.00018109400002686016,0.04467754999996032,0.009243862000062109,0.006031016000065392,0.006759176999935335,0.10874795299992002,1.0643468019999318,1.2401518729998315,2205.984375
1,vase,625,2500,float64,cuda,0.00021632800007864716,0.0002697359999501714,0.07751471899996432,0.011787952999952722,0.007245316999956231,0.006802703000062138,0.1090428750000001,1.3309801039999911,1.5438597349999554,2205.984375
2,vase,625,2500,float64,cuda,0.0002253510000400638,0.0002450640000688509,0.06947771099999045,0.015548746000035862,0.008932833000017126,0.006823229000019637,0.1090065539999614,1.182463885000061,1.3927233730001944,2205.984375
3,vase,625,2500,float64,cuda,0.00016156100002717722,0.00018309100005353685,0.044759022999983245,0.008880103000024064,0.005655962999981057,0.006722996000007697,0.10869071100000838,1.0209487450000552,1.1960021930001403,2205.984375
4,vase,625,2500,float64,cuda,0.00017757900002379756,0.00022529900002155046,0.0449974860000566,0.00899688899994544,0.005534463000003598,0.0067396489999964615,0.10866846800001895,1.0262677240000357,1.2016075570001021,2205.984375
5,vase,625,2500,float64,cuda,0.00021218599999883736,0.00023047299998779636,0.0466254210000443,0.008989853000002768,0.006103139999936502,0.006751443999974072,0.10888888700003463,1.0218831500000078,1.1996845539999867,2205.984375
6,vase,625,2500,float64,cuda,0.00015380499996808794,0.0001799899999923582,0.04467352399990432,0.008566980000068725,0.005065536000074644,0.0067124050000302304,0.10867002800000591,1.0171635619999506,1.191185829999995,2205.984375
7,vase,625,2500,float64,cuda,0.00018142699991585687,0.0002013789999182336,0.04457282999999279,0.008641379999971832,0.005504555000015898,0.006748038000068846,0.10869508600001154,1.0327758970000787,1.2073205919999737,2205.984375
8,vase,625,2500,float64,cuda,0.00016058899996096443,0.0001904270000068209,0.045417418999932124,0.008520191999991766,0.005655475999901682,0.006750657999987197,0.10877536500004226,1.0412242820000301,1.216694407999853,2205.984375
9,vase,625,2500,float64,cuda,0.00016579199996158422,0.00027425799999036826,0.047863182000014604,0.009093225000015082,0.00550361000000521,0.006833604999997078,0.10869911400004639,1.0261506950000694,1.2045834810000997,2205.984375
0,vase,625,2500,float32,cuda,0.00020631699999285047,0.00028015999998842744,0.07929832299998907,0.015296915999897465,0.006472167000083573,0.004206112000019857,0.0543134199999713,0.6238880969999627,0.7839615119999053,1107.22314453125
1,vase,625,2500,float32,cuda,0.00018784299993512832,0.0002078410000194708,0.05983522099995753,0.011660302999985106,0.006003753999948458,0.004756040999950528,0.05427070600001116,0.6598314619999428,0.7967531709997502,1107.22314453125
2,vase,625,2500,float32,cuda,0.00023413799999616458,0.00029034200008482003,0.061454882000020916,0.011893277000012858,0.00585830900001838,0.004081346000020858,0.05479434599999422,0.5876855440000099,0.7262921840001582,1107.22314453125
3,vase,625,2500,float32,cuda,0.00015474799999992683,0.00017493699999704404,0.071103676000007,0.012330421000001479,0.004616522999981498,0.0037726389999761523,0.05465271200000643,0.5171954829999095,0.664001138999879,1107.22314453125
4,vase,625,2500,float32,cuda,0.00015032099997824844,0.000167047999980241,0.04527698000003966,0.008977350999998635,0.0044555309999623205,0.004049701999974786,0.05462808600009339,0.5112861759999987,0.628991195000026,1107.22314453125
5,vase,625,2500,float32,cuda,0.00015276299996003218,0.0001755179999918255,0.04592549300002702,0.008983980000039082,0.004462160000002768,0.004220502000066517,0.054572936999989,0.5016981319998877,0.6201914849999639,1107.22314453125
6,vase,625,2500,float32,cuda,0.00020152100000814244,0.00022646399997938715,0.05674917100009225,0.008610905999944407,0.0043242389999704756,0.004103409999970609,0.05460804000006192,0.5039662450000151,0.6327899960000423,1107.22314453125
7,vase,625,2500,float32,cuda,0.00015300300003673328,0.0002003460000423729,0.044428069999980835,0.0085609210000257,0.00453219700000318,0.0041786530000536,0.05458863299998029,0.5066274939999857,0.6232693170001085,1107.22314453125
8,vase,625,2500,float32,cuda,0.00015649399995254498,0.00017937400002665527,0.04506491000006463,0.008669111000017438,0.004429934999961915,0.004191955999999664,0.054039844999920206,0.5029301969999551,0.6196618219998982,1107.22314453125
9,vase,625,2500,float32,cuda,0.00014581999994334183,0.00016609599992989388,0.0447292669999797,0.009070155000017621,0.004737056000067241,0.004269104999934825,0.053678106000006665,0.5119061719999536,0.6287017769998329,1107.22314453125
