Start time,Curves ST,Curves ET,Tangents ST,Tangents ET/Data ST,Surface ET/End Time,n2,dtype
2507.133912388,2507.134053736,2507.136311198,2507.155163552,2507.157804756,2508.235780792,2500,float64
2508.6758379,2508.675956436,2508.678085879,2508.695840418,2508.698468396,2509.770788099,2500,float64
2510.210775197,2510.210909826,2510.21308921,2510.232583763,2510.235280378,2511.359186698,2500,float64
2511.786500304,2511.786616541,2511.788796548,2511.80893908,2511.811623108,2512.877197256,2500,float64
2513.316856521,2513.316967754,2513.319119163,2513.336997771,2513.339642141,2514.407790485,2500,float64
2514.850736307,2514.850860508,2514.853103899,2514.870935878,2514.873546185,2515.9716826,2500,float64
2516.420844291,2516.420972109,2516.423223187,2516.44208996,2516.444730578,2517.521096303,2500,float64
2517.95789032,2517.958035579,2517.960360382,2517.979039495,2517.981789195,2519.053622782,2500,float64
2549.496309743,2549.496425576,2549.498550096,2549.516247263,2549.518782341,2550.436025996,2500,float32
2550.85076782,2550.850889192,2550.852998955,2550.871425683,2550.874032997,2551.790369354,2500,float32
2552.188569502,2552.188690193,2552.190736933,2552.208483827,2552.211025798,2553.122640493,2500,float32
2553.521542589,2553.521662641,2553.523758196,2553.541844648,2553.544442758,2554.456685241,2500,float32
2554.856798427,2554.856912717,2554.858978031,2554.876756357,2554.879414164,2555.804312697,2500,float32
2556.209200862,2556.209317878,2556.211415787,2556.229186805,2556.231794023,2557.154453771,2500,float32
2557.55132779,2557.551446904,2557.553521281,2557.571238958,2557.573762461,2558.499390274,2500,float32
2558.900655431,2558.900775132,2558.902931546,2558.920659159,2558.923262029,2559.840974723,2500,float32
2560.236990681,2560.237126645,2560.239182779,2560.25753611,2560.261499702,2561.198868171,2500,float32
2561.592876319,2561.592989546,2561.595085257,2561.612791734,2561.615383233,2562.524656248,2500,float32
2617.201621281,2617.201753331,2617.204197197,2617.238680448,2617.243626312,2620.608417126,5000,float64
2621.298451087,2621.298568462,2621.301034902,2621.33581398,2621.340713042,2624.646219381,5000,float64
2625.316532194,2625.316646757,2625.319031983,2625.35343041,2625.358351367,2628.72844558,5000,float64
2629.406736706,2629.406880918,2629.409383056,2629.443913297,2629.448803025,2632.848681366,5000,float64
2633.522234915,2633.522361878,2633.524924462,2633.561743632,2633.56680413,2636.906057918,5000,float64
2637.576410472,2637.576525098,2637.57886384,2637.612891545,2637.61838118,2640.992901372,5000,float64
2641.668221047,2641.668338698,2641.670608074,2641.705996331,2641.710992914,2645.055283395,5000,float64
2645.727660248,2645.727788034,2645.730079061,2645.764378009,2645.769258174,2649.10021696,5000,float64
2649.773855103,2649.773967998,2649.776372562,2649.810698254,2649.81559761,2653.195891335,5000,float64
2653.860821966,2653.860940885,2653.863338297,2653.898322374,2653.903991636,2657.239944372,5000,float64
2735.465050139,2735.46517528,2735.467508573,2735.501885145,2735.506759827,2738.21418995,5000,float32
2738.725637334,2738.725760198,2738.728093163,2738.762358666,2738.767383245,2741.520959281,5000,float32
2742.050283302,2742.050410251,2742.052717751,2742.08884178,2742.093956577,2744.80380634,5000,float32
2745.33085608,2745.33098005,2745.333447799,2745.367793046,2745.372931188,2748.099520527,5000,float32
2748.618756533,2748.618876275,2748.62126853,2748.655464431,2748.660677372,2751.385341468,5000,float32
2751.899762765,2751.899886553,2751.902194731,2751.936548452,2751.941434662,2754.657963818,5000,float32
2755.181610647,2755.181747845,2755.184264293,2755.218807949,2755.223724653,2757.945985091,5000,float32
2758.469952714,2758.470078681,2758.472317605,2758.506136493,2758.511046758,2761.236022355,5000,float32
2761.751611973,2761.751729798,2761.754096132,2761.788356537,2761.793387342,2764.49085618,5000,float32
2765.014414506,2765.014538069,2765.016551545,2765.051145076,2765.056200656,2767.753925076,5000,float32
