Start time,Curves ST,Curves ET,Tangents ST,Tangents ET/Data ST,Surface ET/End Time,n2,dtype
2925.527970914,2925.528098222,2925.528716899,2925.54172454,2925.545567986,2926.596791867,2500,float64
2926.914944008,2926.915073668,2926.915691364,2926.929188992,2926.933141318,2927.991731119,2500,float64
2928.309113321,2928.309229557,2928.309857948,2928.322917083,2928.32714795,2929.389255998,2500,float64
2929.717120191,2929.717242664,2929.717867519,2929.730901889,2929.734870541,2930.811287266,2500,float64
2931.127963387,2931.128090696,2931.128711083,2931.141605684,2931.145536318,2932.203152714,2500,float64
2932.521290895,2932.521406293,2932.522068481,2932.534875935,2932.538821315,2933.594260028,2500,float64
2933.909085195,2933.909202026,2933.909837058,2933.923025815,2933.926970076,2934.983986864,2500,float64
2935.30057986,2935.300701904,2935.301341921,2935.314635359,2935.318607092,2936.371082787,2500,float64
2936.687823676,2936.687955071,2936.688620093,2936.701822516,2936.705781686,2937.75823176,2500,float64
2975.916242026,2975.916360545,2975.916937916,2975.930291515,2975.934302239,2976.488307682,2500,float32
2976.76431561,2976.764431653,2976.765025988,2976.779280685,2976.783183161,2977.338762812,2500,float32
2977.62374053,2977.623861879,2977.624453022,2977.637701908,2977.641708441,2978.203523152,2500,float32
2978.490953137,2978.491084122,2978.491663204,2978.504585253,2978.508501769,2979.06641556,2500,float32
2979.356076339,2979.356199452,2979.356803744,2979.369739193,2979.373676316,2979.92869779,2500,float32
2980.218260024,2980.21838682,2980.2189744,2980.231994802,2980.236033329,2980.809403345,2500,float32
2981.092152794,2981.09227549,2981.092870951,2981.105773312,2981.109660716,2981.672554416,2500,float32
2981.95683232,2981.956949604,2981.957540314,2981.97083961,2981.975014963,2982.537473154,2500,float32
2982.816194289,2982.816315587,2982.816906186,2982.829719031,2982.833633302,2983.395481565,2500,float32
2983.677256394,2983.677373159,2983.677963109,2983.691329315,2983.69526167,2984.261735662,2500,float32
3011.73312674,3011.733243029,3011.734116831,3011.759964059,3011.767840056,3015.922820628,5000,float64
3016.433089084,3016.433210849,3016.434100089,3016.459753916,3016.467673012,3020.622856416,5000,float64
3021.124634834,3021.124747944,3021.125631244,3021.15131763,3021.159146604,3025.302115058,5000,float64
3025.808421926,3025.808537957,3025.809414096,3025.836144394,3025.843924906,3030.013253269,5000,float64
3030.52817245,3030.528294655,3030.529224883,3030.565323704,3030.57582627,3034.745744573,5000,float64
3035.263590534,3035.263714275,3035.264585064,3035.28998739,3035.2981255,3039.464762327,5000,float64
3039.982089894,3039.982211684,3039.983090038,3040.009321434,3040.01739743,3044.185382309,5000,float64
3044.692613264,3044.692735704,3044.693599135,3044.718414952,3044.72613452,3048.895622912,5000,float64
3049.415791099,3049.415907266,3049.416817102,3049.442224015,3049.450075637,3053.650963416,5000,float64
3054.174869797,3054.174986303,3054.175856059,3054.202058323,3054.209964828,3058.400618192,5000,float64
3190.862389472,3190.862518143,3190.863328408,3190.888878186,3190.898334521,3193.137421258,5000,float32
3193.523262856,3193.523402453,3193.52423484,3193.549965454,3193.557703925,3195.789963138,5000,float32
3196.181452725,3196.181586252,3196.182392043,3196.208843309,3196.21702536,3198.453660452,5000,float32
3198.835186727,3198.835305861,3198.836111359,3198.861678487,3198.869831746,3201.109657252,5000,float32
3201.494591319,3201.494717703,3201.495525105,3201.521019321,3201.528916904,3203.744231522,5000,float32
3204.129608698,3204.129728931,3204.130548486,3204.156191659,3204.164111208,3206.391386167,5000,float32
3206.771948433,3206.772085026,3206.772876673,3206.79803748,3206.806097551,3209.022352679,5000,float32
3209.401698824,3209.401821982,3209.402639998,3209.427961005,3209.435756588,3211.673299473,5000,float32
3212.051626458,3212.051855967,3212.052710177,3212.077973716,3212.085998661,3214.295878574,5000,float32
3214.687358767,3214.687481428,3214.688287803,3214.713618121,3214.721443024,3216.946704981,5000,float32
