run_idx,object,n1,n2,dtype,t_curves,t_h2d_transfer,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_gpu_mem_mb
0,apple,300,1200,float64,0.0024214019999817538,0.004206082000109745,0.0037413820000438136,0.06693820999998934,0.07730707600012465,168.0
1,apple,300,1200,float64,0.0025024159999702533,0.009768033999989711,0.003878279000218754,0.06747664300019096,0.08362537200036968,0.0
2,apple,300,1200,float64,0.002236703000107809,0.004216939999878377,0.0037322950001907884,0.0671732279997741,0.07735916599995107,168.0
3,apple,300,1200,float64,0.0024028539996834297,0.009540064000248094,0.0037377939997895737,0.06819229599977916,0.08387300799950026,0.0
4,apple,300,1200,float64,0.0024980690000120376,0.004779777000294416,0.0037921309999546793,0.06689700200013249,0.07796697900039362,168.0
5,apple,300,1200,float64,0.002522450000014942,0.0050042869997923844,0.003772406999814848,0.06684281300022121,0.07814195699984339,168.0
6,apple,300,1200,float64,0.0025525979999656556,0.004012155000054918,0.0037623439998242247,0.06681642600005944,0.07714352299990423,168.0
7,apple,300,1200,float64,0.0025986159998865332,0.004322871000113082,0.00375127600000269,0.0664819170001465,0.0771546800001488,168.0
8,apple,300,1200,float64,0.002454666999710753,0.004479385999729857,0.003732219000085024,0.06671822499993141,0.07738449699945704,168.0
9,apple,300,1200,float64,0.002544850000049337,0.004284430000097927,0.0037461980000443873,0.066702556999644,0.07727803499983565,168.0
0,apple,300,1200,float32,0.0027187680002498382,0.004136449000270659,0.0038884619998498238,0.0649203910002143,0.07566407000058462,168.0
1,apple,300,1200,float32,0.0024090310002975457,0.00990771200031304,0.0038396640002247295,0.06519606400024713,0.08135247100108245,0.0
2,apple,300,1200,float32,0.0024968570000964974,0.004223093999826233,0.0038131769997562515,0.06515048300025228,0.07568361099993126,168.0
3,apple,300,1200,float32,0.002525603999856685,0.009762159999809228,0.003826341000149114,0.06500518599978022,0.08111929099959525,0.0
4,apple,300,1200,float32,0.002499049000107334,0.004923806000078912,0.003821222000169655,0.06471356900010505,0.07595764600046095,168.0
5,apple,300,1200,float32,0.0028086590000384604,0.00412599700030114,0.003839102000256389,0.06501524899977085,0.07578900700036684,168.0
6,apple,300,1200,float32,0.00258636300031867,0.004389450999951805,0.003794566999658855,0.06578078099983031,0.07655116199975964,168.0
7,apple,300,1200,float32,0.0025853160000224307,0.004767338999954518,0.00387411300016538,0.06529292799996256,0.07651969600010489,168.0
8,apple,300,1200,float32,0.0025896779998220154,0.004365359000075841,0.0037917919999017613,0.06579861399995934,0.07654544299975896,168.0
9,apple,300,1200,float32,0.002617747999920539,0.004420605999712279,0.0038573140000153217,0.0652973149999525,0.07619298299960064,168.0
0,apple,625,2500,float64,0.0023259459999280807,0.00452361399993606,0.01561374099992463,0.28408232399988265,0.3065456249996714,718.0
1,apple,625,2500,float64,0.002468972999849939,0.02445437200003653,0.015876051999839547,0.28755537200004255,0.33035476899976857,0.0
2,apple,625,2500,float64,0.002499489000001631,0.0042050289998769586,0.01569278499982829,0.28115139200008343,0.3035486949997903,718.0
3,apple,625,2500,float64,0.0025281859998358414,0.024525068000002648,0.015823823000118864,0.2806826250002814,0.32355970200023876,0.0
4,apple,625,2500,float64,0.002451534999636351,0.004256350000105158,0.015652822999982163,0.28176152500009266,0.30412223299981633,718.0
5,apple,625,2500,float64,0.002570580999872618,0.011360581999724673,0.015652850000151375,0.2802058689999285,0.30978988199967716,718.0
6,apple,625,2500,float64,0.002675316000022576,0.0043745709999711835,0.01572576200032927,0.3013206010000431,0.3240962500003661,718.0
7,apple,625,2500,float64,0.002712328000143316,0.006481455999619357,0.01568839099991237,0.2838565249999192,0.30873869999959425,718.0
8,apple,625,2500,float64,0.002394933000232413,0.004451086999779363,0.015704077999998844,0.27915492600004654,0.30170502400005716,718.0
9,apple,625,2500,float64,0.0024921809999796096,0.004472309999982826,0.01567594200014355,0.27916512399997373,0.3018055570000797,718.0
0,apple,625,2500,float32,0.002047782999852643,0.004396469000312209,0.016521024000212492,0.2794941300003302,0.30245940600070753,718.0
1,apple,625,2500,float32,0.0028328489997875295,0.023465139000109048,0.01681100800033164,0.2812903260000894,0.3243993220003176,0.0
2,apple,625,2500,float32,0.002598078999653808,0.004385204000300291,0.01661185100010698,0.2819589509999787,0.3055540850000398,718.0
3,apple,625,2500,float32,0.0027818219996333937,0.02422354999998788,0.016774050000094576,0.27951830499978314,0.323297726999499,0.0
4,apple,625,2500,float32,0.0026985760000570735,0.004482911999730277,0.01665765799998553,0.2859741710003618,0.3098133170001347,718.0
5,apple,625,2500,float32,0.0029111140001987224,0.011271778999798698,0.016561677000026975,0.28979296199986493,0.3205375319998893,718.0
6,apple,625,2500,float32,0.002778908000436786,0.004302806999930908,0.016624130999844056,0.27889401799984626,0.302599864000058,718.0
7,apple,625,2500,float32,0.0027192940001441457,0.010286406999966857,0.01680451299989727,0.28207090099976995,0.3118811149997782,718.0
8,apple,625,2500,float32,0.0026650610002434405,0.0050536650001049566,0.016629920000013954,0.2819569469997987,0.306305593000161,718.0
9,apple,625,2500,float32,0.002755182999862882,0.004698703000030946,0.016604726999958075,0.2783374479995473,0.3023960609993992,718.0
0,apple,1250,5000,float64,0.0030378260003089963,0.005591165999703662,0.06297519999998258,1.1055241110002498,1.177128303000245,2868.0
1,apple,1250,5000,float64,0.0028663880002568476,0.04021179500023209,0.0680686919999971,1.1273592269999426,1.2385061020004287,0.0
2,apple,1250,5000,float64,0.0025612809999984165,0.006133708000106708,0.06291179100026056,1.1044417019998036,1.1760484820001693,2866.0
3,apple,1250,5000,float64,0.0026520179999351967,0.0396219059998657,0.06842457200036733,1.1086059700000988,1.219304466000267,0.0
4,apple,1250,5000,float64,0.0031300460000238672,0.0068020950002392055,0.0630332850000741,1.1210135010001068,1.193978927000444,2866.0
5,apple,1250,5000,float64,0.0028608869997697184,0.02934639099976266,0.06820220400004473,1.1110228699999425,1.2114323519995196,2868.0
6,apple,1250,5000,float64,0.003043195000373089,0.005743342000187113,0.06299749600020732,1.1073545829999603,1.1791386160007278,2868.0
7,apple,1250,5000,float64,0.0027520829999048146,0.027912048999951367,0.0682791719996203,1.1348982049998995,1.233841508999376,2868.0
8,apple,1250,5000,float64,0.0028144020002400794,0.005572424000092724,0.06291488299984849,1.1363778290001392,1.2076795380003205,2868.0
9,apple,1250,5000,float64,0.002676975000213133,0.02704212699973141,0.06439587999966534,1.1557039009999244,1.2498188829995343,2868.0
0,apple,1250,5000,float32,0.0030551090003427817,0.005708463000246411,0.06692290799992406,1.1171442730001218,1.192830753000635,2866.0
1,apple,1250,5000,float32,0.002955854999981966,0.03505720900011511,0.07173649600008503,1.1129335430000538,1.2226831030002359,0.0
2,apple,1250,5000,float32,0.0030002189996594097,0.007066394000048604,0.0666561630000615,1.1272331660002237,1.2039559419999932,2866.0
3,apple,1250,5000,float32,0.002857317000234616,0.034747401000004174,0.07216241400010404,1.1178643819998797,1.2276315140002225,0.0
4,apple,1250,5000,float32,0.0029477990001396392,0.006074610999803554,0.06663880700034497,1.1104788719999306,1.1861400890002187,2866.0
5,apple,1250,5000,float32,0.0027969439997832524,0.021932134000053338,0.07207583699982933,1.1010204419999354,1.1978253569996014,2866.0
6,apple,1250,5000,float32,0.003041486999791232,0.0059258010001030925,0.06661850000000413,1.115277870999762,1.1908636589996604,2866.0
7,apple,1250,5000,float32,0.003016849000232469,0.020676688000094146,0.07234335899966027,1.1123282870003095,1.2083651830002964,2866.0
8,apple,1250,5000,float32,0.002867170999707014,0.005268863000310375,0.06668581099984294,1.1021645480000188,1.1769863929998792,2866.0
9,apple,1250,5000,float32,0.002989489999890793,0.020740956999816262,0.0689076329999807,1.1065044829997532,1.199142562999441,2866.0
