run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
3,apple,625,2500,float32,cpu,0.0002035419997810095,1.049997990776319e-07,0.019605742000294413,0.0019676959996104415,0.0037894709998909093,0.26343231199962247,0.7570355370003199,1.0600024324958213e-07,1.0460345109995615
4,apple,625,2500,float32,cpu,0.00020042799997099792,1.1300016922177747e-07,0.019365674999789917,0.002559900999585807,0.0038416529996538884,0.2676165369998671,0.7535382169999139,1.2699956641881727e-07,1.0471226509985172
5,apple,625,2500,float32,cpu,0.00021070100001452374,1.200000951939728e-07,0.019208314000024984,0.0019916269998248026,0.007461245000285999,0.26915794499973345,0.7432836170000883,1.369999154121615e-07,1.0413137059999826
6,apple,625,2500,float32,cpu,0.00019674000031955075,9.499990483163856e-08,0.019630608999705146,0.001961367000149039,0.0038394450002670055,0.2680978399998821,0.7628941129996747,9.89998625300359e-08,1.056620307999765
7,apple,625,2500,float32,cpu,0.00022113600016382406,8.899996828404255e-08,0.019414641999901505,0.001960441999926843,0.0037839780002286716,0.268684127999677,0.7513412680000329,1.5400019037770107e-07,1.0454058370000894
8,apple,625,2500,float32,cpu,0.00019849199998134281,9.500035957898945e-08,0.019569407000290084,0.0019908829999621958,0.0038833220000924484,0.26645470900029977,0.7830696380001427,8.900042303139344e-08,1.0751666350015512
9,apple,625,2500,float32,cpu,0.00020647000019380357,1.1699967217282392e-07,0.019986810999853333,0.0020604979999916395,0.003863064000142913,0.26626238500011823,0.7515450979999514,1.2100008461857215e-07,1.043924564000008
0,apple,1250,5000,float64,cpu,0.00021174100038479082,1.1200017979717813e-07,0.01962680399992678,0.002486833000148181,0.006217624999862892,2.0991353650001656,6.1846636659997785,1.7599995771888644e-07,8.312342322000404
1,apple,1250,5000,float64,cpu,0.0001853959997788479,9.900031727738678e-08,0.020776743999704195,0.002533449000111432,0.006267370000387018,2.0994525810001505,6.159811289999652,9.89998625300359e-08,8.289027027999964
2,apple,1250,5000,float64,cpu,0.00020988200003557722,9.59998942562379e-08,0.020210803000281885,0.0024725329999455425,0.00621717100011665,2.1271946150000076,6.177054209000289,9.799987310543656e-08,8.333359407000444
3,apple,1250,5000,float64,cpu,0.00021765600013168296,9.600034900358878e-08,0.020155172000158927,0.002490984999894863,0.0060222990000511345,2.0944831940000768,6.161534487000154,1.6300009519909509e-07,8.284904052000911
4,apple,1250,5000,float64,cpu,0.00021400800005721976,1.0300027497578412e-07,0.026986774999841145,0.002945021999948949,0.006778380000014295,2.0863576179999654,6.183157127999948,2.1500000002561137e-07,8.30643924900005
5,apple,1250,5000,float64,cpu,0.0002098959998875216,1.8900027498602867e-07,0.019698668999808433,0.002513636999992741,0.006151638000119419,2.0667367959999865,6.120314297999812,1.0700023267418146e-07,8.215625230000114
6,apple,1250,5000,float64,cpu,0.00019857500001307926,9.900031727738678e-08,0.01979713900027491,0.002448171000196453,0.007757918999686808,2.0606967680000707,6.240035573000114,4.120001904084347e-07,8.330934656000863
7,apple,1250,5000,float64,cpu,0.00019598399967435398,1.019998308038339e-07,0.01966540100011116,0.0024598429999969085,0.006006141999932879,2.073958704999768,6.195515834000162,1.5100022210390307e-07,8.297802161999698
