run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_mem_mb
3,vase,625,2500,float64,cuda,0.00016413899993494852,0.00020482099989749258,0.04454678399997647,0.008611291000306665,0.005480803000864398,0.0031216759998642374,0.05054921400005696,1.3012362270001177,1.4139149550010188,2205.984375
4,vase,625,2500,float64,cuda,0.00015328199970099377,0.00018314099997951416,0.04617986099947302,0.008595102000072075,0.005926929999986896,0.003067421000196191,0.050490919000367285,1.2976936630002456,1.4122903190000216,2205.984375
5,vase,625,2500,float64,cuda,0.00015627799984940793,0.00018576700040284777,0.04489359199942555,0.008891795000636193,0.005481596999743488,0.0029772589996355237,0.050266229000044405,1.3001183970000056,1.412970913999743,2205.984375
6,vase,625,2500,float64,cuda,0.00017669400040176697,0.00020491400027822237,0.045841804999326996,0.008688431999871682,0.005475564000334998,0.0030322200000227895,0.05024752100052865,1.2928254009993907,1.4064925510001558,2205.984375
7,vase,625,2500,float64,cuda,0.00016342999970220262,0.00018516500040277606,0.045078717000251345,0.010137317000044277,0.0058737980007208535,0.0030261920001066756,0.05018479299997125,1.3171799779993307,1.4318293900005301,2205.984375
8,vase,625,2500,float64,cuda,0.00016157499976543477,0.0001874409999800264,0.04611748899969825,0.008679581999786024,0.005525180999939039,0.003040640999643074,0.050267818000065745,1.2965829149998171,1.4105626419986947,2205.984375
9,vase,625,2500,float64,cuda,0.00016291599968099035,0.00020284299989725696,0.04496272000051249,0.008586199000092165,0.005491545000040787,0.0030117320002318593,0.05040075800025079,1.3283226660005312,1.4411413790012375,2205.984375
0,vase,625,2500,float32,cuda,0.00015296099991246592,0.00016458100071758963,0.046146351999595936,0.008611924999968323,0.004551949000415334,0.001850783999543637,0.028781387999515573,0.6409855399997468,0.7312454799994157,1107.22314453125
1,vase,625,2500,float32,cuda,0.0001487950003138394,0.0001901320001707063,0.04480966899973282,0.008517639000274357,0.004482479000216699,0.0018429219999234192,0.028804696000406693,0.6441323959998044,0.732928728000843,1107.22314453125
2,vase,625,2500,float32,cuda,0.00013765600033366354,0.00017713100078253774,0.044130833000053826,0.00878757900045457,0.004597350999574701,0.0019188659998690127,0.02880270199966617,0.6404850180006179,0.7290371360013523,1107.22314453125
3,vase,625,2500,float32,cuda,0.00014648999967903364,0.00017530700006318511,0.04745387900038622,0.0106361169991942,0.005534707000151684,0.0020956819998900755,0.028983068000343337,0.6671807510001599,0.7622060009998677,1107.22314453125
4,vase,625,2500,float32,cuda,0.00014576899957319256,0.0001756370002112817,0.04496393499994156,0.008494969999446766,0.00469615000019985,0.001929114000631671,0.028729857000143966,0.6532496149993676,0.7423850469995159,1107.22314453125
