run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total,peak_mem_mb
1,apple,1250,5000,float64,cuda,0.0002095639999879495,0.0002045230000931042,0.04460056099992471,0.00382276000004822,0.005017535000092721,0.07925896699998702,0.44936136199999055,4.6221632580000005,5.204638530000125,8788.27197265625
2,apple,1250,5000,float64,cuda,0.00021021999998538377,0.0003098679999311571,0.07756950500004223,0.0059068819999765765,0.009393805999934557,0.03017957600002319,0.45058266899991395,4.074403511000014,4.648556036999821,8788.27197265625
3,apple,1250,5000,float64,cuda,0.00015914499999780674,0.00019133899991174985,0.044409203999975944,0.005772616000058406,0.007941059000017958,0.03177341000002798,0.46654522799997267,4.0930343690000655,4.649826370000028,8788.27197265625
4,apple,1250,5000,float64,cuda,0.00016360400002213282,0.00020983799993246066,0.04652024500001062,0.0039501249999602805,0.0051057629999604615,0.031062408000025243,0.4812562199999775,4.464223741999945,5.032491944999833,8788.27197265625
5,apple,1250,5000,float64,cuda,0.00015971599998465535,0.00019371400003365125,0.04488034999997126,0.0036605529999178543,0.004928729000084786,0.07922859500001778,0.4513152069999933,4.075253011000086,4.6596198750000895,8788.27197265625
6,apple,1250,5000,float64,cuda,0.0001652509999985341,0.00019348199998603377,0.044518406000065625,0.003491602999929455,0.005013688999952137,0.030540931999894383,0.484268031000056,4.390122920000067,4.958314313999949,8788.27197265625
7,apple,1250,5000,float64,cuda,0.00021492799999123235,0.0002418370000896175,0.061246192999988125,0.005232002000070679,0.006441588999905434,0.030286984999975175,0.46090101900006175,4.149895379999975,4.714459933000057,8788.27197265625
8,apple,1250,5000,float64,cuda,0.00016435400004866096,0.00023187700003290956,0.0438995839999734,0.004293717999985347,0.005220594999968853,0.07931729300003099,0.44652922399995987,4.0714435730000105,4.6511002180000105,8788.27197265625
9,apple,1250,5000,float64,cuda,0.0001633900000115318,0.00019651900004191702,0.04473462999999356,0.003334716999916054,0.005302507000010337,0.03125878499997725,0.48105681699996694,4.50959698600002,5.075644350999937,8788.27197265625
0,apple,1250,5000,float32,cuda,0.00017270600005758752,0.00019761800001560914,0.044975503000046047,0.0032287079999377966,0.005829027999993741,0.015003464999949756,0.22199390299999777,2.0969934869999634,2.3883944179999617,4399.71337890625
1,apple,1250,5000,float32,cuda,0.000159161000055974,0.00018634499997460807,0.05111119200000758,0.0033537460000161445,0.006053283000028387,0.014761464000002888,0.22027878299991244,2.047622844999978,2.343526818999976,4399.71337890625
2,apple,1250,5000,float32,cuda,0.00016228599997702986,0.00019129199995404633,0.04437728000004881,0.0033005349999939426,0.00574308000000201,0.014613320000080421,0.22225616599996556,2.337272383000027,2.6279163420000486,4399.71337890625
3,apple,1250,5000,float32,cuda,0.00020111000003453228,0.000221478000071329,0.07596818800004712,0.005430216999911863,0.0097715460000245,0.015459948999932749,0.21757401699994716,2.1537064960000407,2.47833300100001,4399.71337890625
4,apple,1250,5000,float32,cuda,0.00015711100002135936,0.0002098749999959182,0.0442997899999682,0.0031526400000529975,0.00587023900004624,0.014685281999959443,0.2214261210000359,2.0357569950000425,2.3255580530001225,4399.71337890625
5,apple,1250,5000,float32,cuda,0.0001588949999131728,0.0001906429999962711,0.04577988699998059,0.00313092700002926,0.005974683999966146,0.015188166000029923,0.22171771199998602,2.04848396400007,2.3406248779999714,4399.71337890625
6,apple,1250,5000,float32,cuda,0.0001818130000401652,0.0002806319999990592,0.04482910699994136,0.0030744299999696523,0.005697316999999202,0.015347141999995983,0.22229085599997234,2.03342338799996,2.325124684999878,4399.71337890625
7,apple,1250,5000,float32,cuda,0.00016219799999817042,0.0002146230000334981,0.05074536600000101,0.0034113340000203607,0.006237973999986934,0.014806529999987106,0.21964987900003052,2.298669874999973,2.593897779000031,4399.71337890625
8,apple,1250,5000,float32,cuda,0.0001959599999281636,0.00022426599991831608,0.06035915200004638,0.0040822779999416525,0.007811492999962866,0.014445636000004924,0.2196801160000632,2.2215917890000583,2.528390689999924,4399.71337890625
9,apple,1250,5000,float32,cuda,0.00018268500002704968,0.00019651900004191702,0.04684474300006514,0.00323686000001544,0.005195573000037257,0.014791597999987971,0.2217858790000946,2.0273464129999184,2.3195802700001877,4399.71337890625
