implementation,,NumPy-vectorized (1 thread),Numba (1 thread),Numba (multithreaded),Numba CUDA,Numba CUDA,PyTorch CPU,PyTorch CUDA,PyTorch CUDA,Serial Python
platform,,Colab,Colab,Colab,Colab,Kaggle,Colab,Colab,Kaggle,Colab
object,dtype,,,,,,,,,
apple,float32,4039.853515625,3291.935546875,3317.31640625,2292.8,2292.8,4624.1640625,4399.71337890625,4399.71337890625,3081.8671875
apple,float64,7859.599609375,6154.974609375,6179.94921875,2294.0,2294.0,9017.693359375,8788.27197265625,8788.27197265625,3083.41796875
banana,float32,3085.955078125,2726.9375,2770.6328125,1833.6,1833.6,3670.595703125,3444.63525390625,3444.63525390625,2510.302734375
banana,float64,5950.849609375,5017.21875,5054.783203125,1834.0,1834.0,7109.21484375,6879.62548828125,6879.62548828125,2511.412109375
vase,float32,4040.80859375,3299.404296875,3342.86328125,2292.8,2292.8,4625.7890625,4399.71435546875,4399.71435546875,3083.0
vase,float64,7860.76953125,6162.69921875,6200.03125,2294.0,2294.0,9019.22265625,8788.27294921875,8788.27294921875,3084.341796875
