run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
8,apple,625,2500,float64,cpu,0.00025096500030485913,1.5099794836714864e-07,0.031112688000575872,0.003139037002256373,0.008083564000116894,0.9072247900003276,2.9655823510001937,2.2899985197000206e-07,3.9153937750015757
9,apple,625,2500,float64,cpu,0.00024320499869645573,1.2500095181167126e-07,0.02055303299857769,0.0032702749995223712,0.005438353000499774,0.7199076309989323,2.63509650999913,2.7399801183491945e-07,3.384509405994322
0,apple,625,2500,float32,cpu,0.00022788999922340736,9.799987310543656e-08,0.0195191499988141,0.0023209559985843953,0.004734158999781357,0.3594950350016006,1.3275537400004396,2.3699976736679673e-07,1.713851264998084
1,apple,625,2500,float32,cpu,0.00022697000167681836,1.0300209396518767e-07,0.01942376300212345,0.002121018998877844,0.0048064779984997585,0.3575940709997667,1.3285667300006025,2.3000029614195228e-07,1.7127393640039372
2,apple,625,2500,float32,cpu,0.00030775199775234796,1.500011421740055e-07,0.021905184999923222,0.0025213129993062466,0.004732736000732984,0.36957488499683677,1.32371330100068,2.2299718693830073e-07,1.7227555449935608
3,apple,625,2500,float32,cpu,0.00038821300040581264,2.3200118448585272e-07,0.041833188999589765,0.0034224830014863983,0.008464945000014268,0.46265471399965463,1.8086753630013845,2.590022631920874e-07,2.325439398005983
4,apple,625,2500,float32,cpu,0.0003043529977730941,1.3400131138041615e-07,0.030433694999373984,0.0021650390008289833,0.004667614000936737,0.35765359599827207,1.3407423149983515,1.9200160750187933e-07,1.7359669379984553
5,apple,625,2500,float32,cpu,0.00030967000202508643,2.5600093067623675e-07,0.024036243001319235,0.002313676999619929,0.005228284000622807,0.49464332400020794,1.4019222159986384,2.749984560068697e-07,1.92845394500182
6,apple,625,2500,float32,cpu,0.00023428900021826848,1.1099837138317525e-07,0.01963962100126082,0.002275622999150073,0.004740116000903072,0.3679479140009789,1.3574766040001123,2.3299799067899585e-07,1.7523145109989855
7,apple,625,2500,float32,cpu,0.00023095300275599584,9.400173439644277e-08,0.019671925001603086,0.0021692590016755275,0.0049152679966937285,0.35769510799946147,1.3520992789999582,3.120003384537995e-07,1.7367821980042208
8,apple,625,2500,float32,cpu,0.0002275020015076734,1.0700023267418146e-07,0.01989177900031791,0.002105914998537628,0.004779505001351936,0.35565454799871077,1.3095585869996285,2.1999949240125716e-07,1.6922181629997795
9,apple,625,2500,float32,cpu,0.00022367299970937893,1.2600139598362148e-07,0.025187698000081582,0.0021466040016093757,0.004844572002184577,0.4144352830007847,1.7723945939978876,3.040004230570048e-07,2.219232854004076
0,apple,1250,5000,float64,cpu,0.0002513819999876432,1.2400050763972104e-07,0.021228722998785088,0.0030856720004521776,0.008577933000196936,2.794875265997689,10.988589825003146,2.1700179786421359e-07,13.816609142002562
1,apple,1250,5000,float64,cpu,0.00028466799994930625,1.2500095181167126e-07,0.0218553279992193,0.0031929329998092726,0.008201659999031108,2.883415017000516,13.247715584999241,3.81001882487908e-07,16.1646656970006
2,apple,1250,5000,float64,cpu,0.0007781660024193116,1.039989001583308e-07,0.17059421199883218,0.0179394750011852,0.03959809800289804,7.6631656019999355,12.729322081002465,1.7999991541728377e-07,20.62139791800655
3,apple,1250,5000,float64,cpu,0.0002251090008940082,9.200084605254233e-08,0.021586026003205916,0.0029410179995466024,0.007957855003041914,2.8019064430009166,10.865595972998563,2.130000211764127e-07,13.700212729007035
4,apple,1250,5000,float64,cpu,0.000228280001465464,1.0800067684613168e-07,0.021014788002503337,0.002923569001723081,0.008237475998612354,2.8172415560002264,10.945453255997563,2.269989636261016e-07,13.795099260001734
5,apple,1250,5000,float64,cpu,0.0002359829995839391,1.0599978850223124e-07,0.022187562000908656,0.0031648250005673617,0.008529365997674176,2.795605073999468,10.970705308998731,2.269989636261016e-07,13.800428451995685
6,apple,1250,5000,float64,cpu,0.00023004499962553382,1.2600139598362148e-07,0.021013194000261137,0.0030517760023940355,0.007944315002532676,2.774541122998926,11.065311069000018,1.8699938664212823e-07,13.87209183500454
7,apple,1250,5000,float64,cpu,0.00023174200032372028,1.4200122677721083e-07,0.021060326998849632,0.0029574809996120166,0.008051788998272968,3.142782199996873,10.755497803998878,1.9399885786697268e-07,13.930581678992894
