run_idx,object,n1,n2,dtype,device,t_data_create_cpu,t_h2d_transfer,t_curves,t_match_and_base_crown,t_tangent,t_alloc_output,t_kernel_surf_pts,t_d2h_transfer,t_total
1,banana,300,1200,float32,cpu,0.00028535300225485116,9.399809641763568e-08,0.015133898999920348,0.004043103999720188,0.004008104002423352,0.051152789001207566,0.2676657419979165,1.9199796952307224e-07,0.34228927699950873
2,banana,300,1200,float32,cpu,0.000221155998588074,1.8500213627703488e-07,0.01515032799943583,0.004134034999879077,0.0032188639997912105,0.05030490900026052,0.2587847100003273,2.0299921743571758e-07,0.33181438999963575
3,banana,300,1200,float32,cpu,0.00020055999993928708,1.039989001583308e-07,0.015399616000649985,0.004003529000328854,0.0034263240013387986,0.05087312099931296,0.260024737999629,2.1600135369226336e-07,0.33392820800145273
4,banana,300,1200,float32,cpu,0.0002034009994531516,1.0300209396518767e-07,0.01781693799784989,0.003948371999285882,0.003433639998547733,0.051514910999685526,0.25314401400100905,3.400018613319844e-07,0.33006171899978654
5,banana,300,1200,float32,cpu,0.00019597999926190823,9.300129022449255e-08,0.015264073001162615,0.004061374998855172,0.003411170000617858,0.05260273000021698,0.26381920099811396,1.9399885786697268e-07,0.3393548159983766
6,banana,300,1200,float32,cpu,0.00022207100118976086,9.399809641763568e-08,0.016224105998844607,0.004021061999083031,0.0032856049983820412,0.052548449999449076,0.2510311340010958,2.090018824674189e-07,0.3273327309980232
7,banana,300,1200,float32,cpu,0.00020260399833205156,1.6400008462369442e-07,0.01501936500062584,0.003974279999965802,0.003214196000044467,0.049955302998569096,0.24751892699714517,2.5999906938523054e-07,0.31988509899383644
8,banana,300,1200,float32,cpu,0.00019365200205356814,1.9599974621087313e-07,0.015615426000294974,0.0039011990011204034,0.0031086650014913175,0.049864109001646284,0.25383360399791854,1.9099752535112202e-07,0.32651704200179665
9,banana,300,1200,float32,cpu,0.00020218400095473044,9.500217856839299e-08,0.014905324002029374,0.0039928990008775145,0.00321541900120792,0.050456794997444376,0.24643158599792514,2.180022420361638e-07,0.31920452000485966
0,banana,625,2500,float64,cpu,0.00023297000007005408,1.2099917512387037e-07,0.01539676999891526,0.004252439000993036,0.005006254999898374,0.5631597959982173,2.427622531002271,2.1700179786421359e-07,3.015671099001338
1,banana,625,2500,float64,cpu,0.00026518099912209436,1.539992808829993e-07,0.023407387001498137,0.006169907002913533,0.007024370999715757,0.7170598169977893,2.2915847780022887,2.0299921743571758e-07,3.045511798001826
2,banana,625,2500,float64,cpu,0.0002320099993085023,1.1500014807097614e-07,0.015377231000456959,0.004475977999391034,0.004763265998917632,0.5654735890020675,2.1601595860011003,2.3300162865780294e-07,2.7504820080030186
3,banana,625,2500,float64,cpu,0.00022579100186703727,1.0300209396518767e-07,0.015302678999432828,0.004389214998809621,0.0047656759998062626,0.5665956150005513,2.1742303800019727,1.85998942470178e-07,2.765509645003476
4,banana,625,2500,float64,cpu,0.00022742600049241446,1.7999991541728377e-07,0.015667591000237735,0.0043026249986724,0.004955967000569217,0.5765112469998712,2.3699235929998395,2.8800059226341546e-07,2.97158891700019
5,banana,625,2500,float64,cpu,0.00028526199821499176,1.7799902707338333e-07,0.03798395299963886,0.00968809200276155,0.01036252400081139,0.7299142600022606,2.353129301998706,1.7899947124533355e-07,3.1413637500008917
6,banana,625,2500,float64,cpu,0.00023308200252358802,1.00000761449337e-07,0.01563031499972567,0.004298048999771709,0.0047829909999563824,0.5718772420004825,2.190910907000216,1.7900310922414064e-07,2.7877328650065465
7,banana,625,2500,float64,cpu,0.0002845799972419627,1.9599974621087313e-07,0.016729248000046937,0.004243803999997908,0.00476175299991155,0.5705389340000693,2.167591741999786,2.0699735614471138e-07,2.764150463994156
