Start time,Curves ST,Curves ET,Tangents ST,Tangents ET/Data ST,Data ET,Surface ST,Surface ET/End Time,n2,dtype,backend,device,platform,label,source_file,Total_Time,Curves_Time,Tangents_Time,Surface_Time,Compilation_Overhead
76.99908001,76.99948892,77.01660402,77.02131426,77.02492392,77.20016618,77.20016618,77.73667667,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.737596651,0.017115095,0.003609655,0.536510486,No
77.9321743,77.93278416,77.96133592,77.96897161,77.97466385,78.13444249,78.13444249,78.68217095,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.749996647,0.028551762,0.005692237,0.547728452,No
78.90151235,78.90204343,78.92787445,78.93598382,78.94165531,79.12842276,79.12842276,79.68004157,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.778529219,0.025831026,0.005671491,0.551618813,No
79.90695663,79.90750196,79.9512307,79.96388465,79.97088264,80.14228612,80.14228612,80.69975895,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.792802321,0.043728736,0.006997987,0.557472831,No
80.90836883,80.90976145,80.93773737,80.94587558,80.95212982,81.13853914,81.13853914,81.61701516,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.708646329,0.027975919,0.006254242,0.478476021,No
81.7620368,81.76243908,81.78190604,81.78704096,81.79071697,81.91633993,81.91633993,82.35656955,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.594532752,0.019466958,0.003676012,0.440229626,No
82.50510315,82.50563625,82.52415339,82.5290851,82.53361161,82.66199625,82.66199625,83.09703446,1200,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.591931314,0.018517143,0.004526514,0.435038208,No
102.9045999,102.9050421,102.9225,102.9318412,102.9353419,102.9864855,102.9864855,103.2202229,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.31562301,0.017457835,0.003500693,0.233737394,No
103.3795343,103.3799389,103.3975571,103.4022951,103.4058582,103.4561171,103.4561171,103.6899618,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.310427492,0.017618224,0.003563081,0.233844647,No
103.8335328,103.8339431,103.8511385,103.8559286,103.8593864,103.9119292,103.9119292,104.2326686,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.399135828,0.017195426,0.003457774,0.320739381,No
104.4313193,104.4317997,104.4655758,104.4729235,104.4793208,104.5415631,104.5415631,104.8558965,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.424577167,0.0337761,0.006397278,0.314333377,No
105.0267367,105.0272426,105.050653,105.0570744,105.064246,105.1221817,105.1221817,105.4294703,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.402733597,0.023410429,0.00717165,0.307288561,No
105.617571,105.618183,105.6532674,105.6606215,105.6658679,105.750339,105.750339,106.059755,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.442184047,0.03508434,0.005246427,0.309416064,No
106.2547179,106.2552715,106.2939472,106.3021636,106.3079971,106.3690534,106.3690534,106.6443806,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.389662736,0.038675652,0.005833501,0.275327244,No
106.7895305,106.789941,106.8072472,106.811842,106.8151745,106.8672913,106.8672913,107.115927,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.326396454,0.017306116,0.003332545,0.248635661,No
107.2570582,107.2575292,107.2779258,107.2835519,107.2878885,107.3385292,107.3385292,107.575301,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.318242802,0.020396576,0.004336548,0.236771789,No
107.723674,107.724107,107.7412244,107.745852,107.7492197,107.7990972,107.7990972,108.0347242,1200,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,0.311050271,0.017117355,0.003367773,0.235627044,No
119.6646957,119.6651386,119.6836379,119.6888555,119.6939621,120.3388402,120.3388402,122.5071171,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.842421377,0.01849924,0.005106593,2.168276911,No
122.6975628,122.6979773,122.7184217,122.7236606,122.7286779,123.2772038,123.2772038,125.3485966,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.651033734,0.020444343,0.005017232,2.071392761,No
125.5525526,125.5537751,125.5732441,125.5786069,125.5837494,126.1422195,126.1422195,128.2532776,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.700725068,0.019469085,0.005142463,2.11105809,No
128.4426146,128.4430317,128.4636423,128.4689702,128.4749222,129.0331981,129.0331981,132.2428633,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,3.800248734,0.020610637,0.005951997,3.209665195,No
132.4338246,132.4342479,132.4545557,132.460513,132.4656749,133.0283891,133.0283891,135.1260777,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.692253159,0.020307785,0.005161931,2.09768864,No
135.3181914,135.3185837,135.3397873,135.3450756,135.3501012,135.8988472,135.8988472,138.0087283,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.690536846,0.021203652,0.005025634,2.109881078,No
138.2204257,138.221391,138.2406489,138.2457934,138.2511125,138.8083216,138.8083216,141.4039493,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,3.183523533,0.019257886,0.005319017,2.595627664,No
141.7823495,141.7827578,141.8122957,141.8211095,141.8313699,142.5532791,142.5532791,145.0045441,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,3.22219463,0.0295379,0.010260437,2.451264994,No
145.2043341,145.2048254,145.2345653,145.2422704,145.2484714,145.8128942,145.8128942,147.9288194,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.724485286,0.029739863,0.006201048,2.115925212,No
148.1366787,148.1377543,148.1615372,148.1678395,148.1731981,148.7411646,148.7411646,150.8442035,2500,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,2.707524775,0.023782903,0.005358587,2.103038895,No
225.4388068,225.4395353,225.4621898,225.4685454,225.4746643,225.7634502,225.7634502,226.7764683,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.337661558,0.022654498,0.006118969,1.013018095,No
226.94062,226.9410414,226.9608819,226.9658818,226.9705431,227.2508889,227.2508889,228.2733315,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.332711515,0.019840565,0.004661287,1.022442597,No
228.4427177,228.4431549,228.4612512,228.4674443,228.4734334,228.7681356,228.7681356,229.8777349,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.435017203,0.018096291,0.005989111,1.109599299,No
230.0987098,230.0992206,230.1363893,230.1476618,230.1563535,230.5103659,230.5103659,231.9034934,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.804783586,0.037168621,0.008691662,1.393127467,No
232.1547062,232.1552678,232.1833467,232.1923522,232.197238,232.5674735,232.5674735,233.9256895,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.770983218,0.028078828,0.004885717,1.358215918,No
234.1769394,234.1774403,234.2149249,234.2228444,234.23338,234.6083842,234.6083842,235.7037364,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.526797029,0.037484517,0.010535545,1.095352235,No
235.8789672,235.8793841,235.89848,235.9041329,235.9122946,236.202419,236.202419,237.2351673,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.356200149,0.019095883,0.008161624,1.032748294,No
237.4193927,237.4200438,237.4488074,237.4547062,237.45994,237.7442217,237.7442217,238.7709492,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.351556516,0.028763529,0.00523378,1.026727433,No
238.9425786,238.9430256,238.9606675,238.9657597,238.9703827,239.2559553,239.2559553,240.3056235,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.363044893,0.017641954,0.004622996,1.049668173,No
240.4868005,240.4872309,240.5058367,240.514244,240.519248,240.7991973,240.7991973,241.7983623,2500,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,1.311561798,0.01860586,0.005004064,0.999165027,No
280.8222075,280.8226999,280.8559186,280.8641529,280.8760519,283.7792187,283.7792187,296.0936603,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,15.27145283,0.033218751,0.011898981,12.31444156,No
296.4705358,296.4711405,296.494247,296.4998589,296.5077909,298.7323179,298.7323179,307.8962427,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,11.42570689,0.023106514,0.007931986,9.163924816,No
308.3004604,308.3008867,308.320213,308.3258228,308.334475,310.5685733,310.5685733,319.3867381,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,11.08627772,0.019326317,0.00865213,8.818164761,No
319.9755436,319.976202,320.009755,320.0194988,320.0325804,322.3113765,322.3113765,330.9201071,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,10.94456351,0.033553009,0.013081564,8.608730627,No
331.5078041,331.5083437,331.5364071,331.5448456,331.5568584,334.0129775,334.0129775,342.4292812,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,10.92147711,0.028063333,0.012012813,8.416303681,No
342.8135688,342.8142078,342.8495216,342.8609885,342.8741124,345.6190314,345.6190314,354.8451789,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,12.03161012,0.035313877,0.013123882,9.226147502,No
355.2131459,355.2136015,355.2485915,355.2598599,355.2732091,358.0625707,358.0625707,367.295276,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,12.08213005,0.034990012,0.013349214,9.232705235,No
367.6758212,367.676259,367.6958287,367.7079766,367.7252464,370.521661,370.521661,378.931804,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,11.25598281,0.019569687,0.017269807,8.41014301,No
379.3121589,379.312563,379.3318545,379.3377842,379.3457714,381.9621332,381.9621332,390.6102517,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,11.2980928,0.019291501,0.007987193,8.648118469,No
390.9821039,390.9825131,391.0039047,391.0116109,391.0211184,393.4170777,393.4170777,403.0214826,5000,float64,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,12.03937871,0.02139158,0.009507437,9.604404891,No
701.3247229,701.325146,701.3436332,701.3488429,701.3552319,702.4758451,702.4758451,706.9857404,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,5.661017445,0.018487175,0.006388969,4.509895253,No
707.2515692,707.252444,707.2849638,707.2928168,707.3006676,708.479237,708.479237,713.6575438,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,6.40597454,0.032519761,0.007850865,5.178306812,No
713.918924,713.9197421,713.9408405,713.946332,713.9538393,715.0672225,715.0672225,719.6068758,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,5.68795176,0.021098404,0.007507255,4.539653252,No
719.8702375,719.8714095,719.8931098,719.8991624,719.9065939,721.081481,721.081481,726.2250997,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,6.354862272,0.021700338,0.007431573,5.14361873,No
726.499044,726.4995555,726.5262652,726.5315365,726.5382395,727.6544606,727.6544606,732.0894823,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,5.590438259,0.02670971,0.006702968,4.435021636,No
732.3527742,732.3533048,732.3737278,732.3791268,732.3861844,733.5161575,733.5161575,738.6967419,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,6.343967692,0.020423054,0.007057624,5.180584388,No
738.9596376,738.9609587,738.9834704,738.9897946,738.9966404,740.1424748,740.1424748,744.6408185,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,5.681180812,0.022511707,0.006845787,4.498343658,No
744.9040608,744.9046749,744.9249844,744.9301654,744.9368235,746.0772609,746.0772609,751.9889336,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,7.084872769,0.020309541,0.006658069,5.911672718,No
752.2640488,752.2645632,752.2909762,752.2972375,752.3051686,753.4183983,753.4183983,757.9085141,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,5.644465224,0.026413005,0.007931103,4.490115756,No
758.1995293,758.2003955,758.2288554,758.2354156,758.2437102,759.5631751,759.5631751,764.53995,5000,float32,TensorV,CPU,Colab,banana,TensorV_CPU_stats_Colab_banana.xlsx,6.340420735,0.028459956,0.008294599,4.976774891,No
364.3318772,364.3320334,364.3333211,364.3431805,364.3454864,364.3454864,364.3454864,364.6555882,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.323710996,0.001287689,0.002305925,0.310101765,No
364.9445687,364.9447096,364.9460437,364.955929,364.958246,364.958246,364.958246,365.2738094,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.329240689,0.001334109,0.002316951,0.315563406,No
365.5606362,365.5607672,365.5620946,365.5726305,365.5752257,365.5752257,365.5752257,365.8891578,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.328521599,0.001327357,0.002595148,0.313932181,No
366.189307,366.1894429,366.1907507,366.2005695,366.2028576,366.2028576,366.2028576,366.513216,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.323908931,0.001307807,0.002288098,0.310358422,No
366.801644,366.8017837,366.803122,366.8136217,366.8159972,366.8159972,366.8159972,367.1465679,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.344923855,0.001338266,0.002375515,0.330570713,No
367.4344155,367.4345508,367.4358893,367.4456645,367.4480214,367.4480214,367.4480214,367.7564661,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.322050653,0.001338501,0.002356977,0.308444676,No
368.0502349,368.0503715,368.0517097,368.0615326,368.0638397,368.0638397,368.0638397,368.3964951,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.346260248,0.001338223,0.002307095,0.332655378,No
368.6832571,368.6833914,368.684743,368.6945432,368.6968847,368.6968847,368.6968847,369.0278128,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.344555774,0.001351618,0.002341517,0.330928119,No
369.3243244,369.3244694,369.3257537,369.3355878,369.3378709,369.3378709,369.3378709,369.6488432,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.324518772,0.001284206,0.00228303,0.310972292,No
369.9376561,369.9377915,369.9391109,369.9490853,369.9513994,369.9513994,369.9513994,370.2848729,1200,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.347216832,0.001319408,0.002314115,0.333473442,No
455.4562922,455.4564269,455.4577281,455.4674155,455.4697347,455.4697347,455.4697347,455.7402393,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.283947108,0.001301262,0.002319246,0.270504602,No
456.154387,456.1545221,456.1558423,456.1660832,456.1683753,456.1683753,456.1683753,456.4377942,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.283407193,0.00132026,0.002292103,0.269418834,No
456.849322,456.8494555,456.850759,456.8605052,456.8628318,456.8628318,456.8628318,457.1424416,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.293119542,0.001303464,0.002326571,0.279609743,No
457.5517143,457.551848,457.5531271,457.5627731,457.5650589,457.5650589,457.5650589,457.8383569,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.286642599,0.001279036,0.002285865,0.273297964,No
458.2556495,458.2558142,458.2571455,458.2670166,458.2692459,458.2692459,458.2692459,458.5377741,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.282124602,0.001331259,0.002229215,0.268528219,No
459.0638057,459.0639862,459.0651259,459.0849033,459.0910916,459.0910916,459.0910916,459.6727688,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.608963085,0.001139649,0.006188269,0.581677252,No
460.1659788,460.1662038,460.169322,460.1915931,460.197048,460.197048,460.197048,460.6853979,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.519419038,0.003118179,0.005454919,0.488349868,No
461.2150482,461.2151875,461.2164902,461.2263654,461.2286729,461.2286729,461.2286729,461.5135236,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.298475395,0.001302713,0.002307488,0.284850701,No
461.9198561,461.9200296,461.9214894,461.9329353,461.9355021,461.9355021,461.9355021,462.2083931,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.288536916,0.001459739,0.002566751,0.272890963,No
462.6208089,462.6209471,462.6222408,462.6321639,462.6344455,462.6344455,462.6344455,462.9063409,1200,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.285531974,0.001293609,0.002281637,0.27189537,No
496.0555667,496.0557054,496.0571603,496.0762258,496.0809235,496.0809235,496.0809235,497.7145655,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.658998758,0.001454966,0.004697725,1.633641992,No
498.3367693,498.3369452,498.3383173,498.3717842,498.3796748,498.3796748,498.3796748,499.9731013,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.636332074,0.001372056,0.007890624,1.593426532,No
500.4467699,500.4469023,500.4483769,500.4813007,500.4872198,500.4872198,500.4872198,501.5906006,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.143830761,0.001474539,0.005919088,1.103380813,No
502.0627631,502.0629029,502.0645472,502.0861763,502.090868,502.090868,502.090868,503.2080249,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.145261811,0.001644325,0.004691674,1.11715694,No
504.0227405,504.022925,504.0240236,504.0427188,504.047423,504.047423,504.047423,505.1735824,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.150841918,0.001098571,0.004704221,1.126159399,No
505.6459362,505.6461112,505.6476186,505.6664358,505.6710982,505.6710982,505.6710982,506.7920441,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.146107859,0.001507352,0.004662401,1.120945901,No
507.2791829,507.2793343,507.2808435,507.3003061,507.3049142,507.3049142,507.3049142,508.4233271,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.144144166,0.001509281,0.004608079,1.118412888,No
508.9007805,508.9009604,508.9024058,508.9254042,508.9301104,508.9301104,508.9301104,510.5615108,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.660730307,0.001445454,0.00470623,1.631400387,No
511.2062578,511.2064259,511.2095087,511.2436483,511.2538538,511.2538538,511.2538538,512.873299,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.667041163,0.003082869,0.010205508,1.61944519,No
513.3535036,513.3536352,513.3551239,513.3741738,513.3788151,513.3788151,513.3788151,514.493963,2500,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.140459454,0.001488718,0.004641229,1.115147985,No
548.8045236,548.8047002,548.8072747,548.8438149,548.8540286,548.8540286,548.8540286,551.4735609,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,2.669037339,0.002574498,0.010213628,2.619532386,No
552.0918123,552.0919988,552.0940546,552.1300619,552.1411354,552.1411354,552.1411354,553.8129979,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.721185627,0.002055783,0.01107352,1.671862544,No
554.2578734,554.2580314,554.2594691,554.2782861,554.282846,554.282846,554.282846,555.2455861,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.987712738,0.001437677,0.004559907,0.96274013,No
555.701357,555.7014965,555.7027075,555.7213875,555.7259926,555.7259926,555.7259926,556.6919915,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.990634522,0.001211003,0.004605135,0.965998877,No
557.1433731,557.1435126,557.1449922,557.1639744,557.168611,557.168611,557.168611,558.1192695,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.975896427,0.001479638,0.004636547,0.950658524,No
558.5662542,558.5664494,558.568445,558.5946734,558.5992352,558.5992352,558.5992352,559.5281218,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.961867692,0.001995606,0.004561897,0.928886596,No
559.9699283,559.9700914,559.9715415,559.9902148,559.9947737,559.9947737,559.9947737,560.9493356,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.979407242,0.001450113,0.004558909,0.954561821,No
561.4669194,561.4671212,561.4684895,561.5029259,561.5117563,561.5117563,561.5117563,563.4235555,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,1.956636062,0.001368369,0.008830405,1.911799152,No
563.9506986,563.9508425,563.952312,563.9711111,563.9758669,563.9758669,563.9758669,564.934044,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.983345403,0.001469471,0.004755772,0.9581771,No
565.3773263,565.3774727,565.3789234,565.3976074,565.4023304,565.4023304,565.4023304,566.3550912,2500,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,0.977764855,0.001450766,0.004723003,0.952760742,No
714.0720919,714.0722791,714.0779167,714.1516307,714.1718064,714.1718064,714.1718064,722.1376873,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,8.065595426,0.005637576,0.020175761,7.965880883,No
723.1075398,723.1077139,723.109909,723.1486342,723.157798,723.157798,723.157798,727.2455432,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.138003323,0.002195073,0.009163774,4.087745167,No
727.939719,727.9398553,727.9416956,727.9802012,727.9894942,727.9894942,727.9894942,733.908763,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,5.969044013,0.001840303,0.009293076,5.919268814,No
734.6261529,734.6262881,734.6280842,734.6645616,734.6736243,734.6736243,734.6736243,738.7315481,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.105395151,0.001796164,0.00906268,4.057923766,No
739.4409197,739.4410906,739.4430854,739.4804243,739.4897187,739.4897187,739.4897187,744.351288,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.910368339,0.001994788,0.009294461,4.861569317,No
745.3797945,745.3799651,745.3818158,745.4467998,745.4615505,745.4615505,745.4615505,749.6568218,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.277027283,0.001850697,0.014750649,4.195271335,No
750.3766885,750.3768411,750.3786613,750.4163328,750.4254012,750.4254012,750.4254012,754.4983308,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.121642361,0.001820252,0.009068387,4.072929646,No
755.4486794,755.4488187,755.4506403,755.4868826,755.4961566,755.4961566,755.4961566,763.2567435,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,7.808064132,0.001821579,0.009274043,7.760586918,No
764.4341509,764.4343348,764.4362367,764.5057949,764.5166102,764.5166102,764.5166102,772.2780378,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,7.843886914,0.001901845,0.010815367,7.761427584,No
772.9839817,772.984171,772.9860584,773.0289593,773.0380475,773.0380475,773.0380475,777.08981,5000,float64,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.105828276,0.001887439,0.009088184,4.051762436,No
867.1990415,867.1992797,867.2031955,867.2953264,867.3102272,867.3102272,867.3102272,873.6988557,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,6.499814206,0.003915828,0.014900805,6.388628527,No
875.0723501,875.0725306,875.0777251,875.1399025,875.1491688,875.1491688,875.1491688,879.8782128,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.805862685,0.005194505,0.009266325,4.729043974,No
880.6735032,880.6736934,880.6754824,880.7454907,880.7645896,880.7645896,880.7645896,885.6264577,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,4.952954496,0.001789025,0.019098911,4.861868011,No
886.5973685,886.5975595,886.599861,886.7557732,886.8091008,886.8091008,886.8091008,892.976393,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,6.37902447,0.002301509,0.053327698,6.167292149,No
893.7922929,893.7924973,893.7942723,893.8625346,893.8741621,893.8741621,893.8741621,901.3900963,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,7.597803466,0.001775039,0.011627511,7.515934265,No
902.2469122,902.2471177,902.2511263,902.3232843,902.3430119,902.3430119,902.3430119,907.703272,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,5.456359768,0.004008673,0.019727625,5.360260053,No
908.5483628,908.5485476,908.5512919,908.6420692,908.6543734,908.6543734,908.6543734,915.6988541,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,7.150491367,0.002744252,0.012304128,7.044480768,No
916.4892265,916.4894112,916.4932892,916.564136,916.5751618,916.5751618,916.5751618,921.5442904,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,5.055063934,0.00387802,0.011025806,4.969128592,No
922.3778846,922.378081,922.3798234,922.4608744,922.4809667,922.4809667,922.4809667,930.0408037,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,7.662919175,0.001742345,0.020092345,7.559837047,No
930.8463448,930.8465369,930.8518164,930.9233255,930.9423292,930.9423292,930.9423292,934.7133369,5000,float32,Numba,CPU,Colab,vase,Numba_CPU_stats_Colab_vase.xlsx,3.866992091,0.005279543,0.019003673,3.771007747,No
